Gene_Symbol	type	file	classification
BRAF	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
BRAFps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
BRCA1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
BRCA2	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
BRD2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
BRD3	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
BRD4	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
BRD7	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
BRDT	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
BRF1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
BRF2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
BRINP1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
BRIP1	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
BRK	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
BRMS1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
BRMS1L	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
BRSK1	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase, OncoKBv20240704	TumorSuppressorGene
BRSK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
BSX	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
BTG1	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
BTG2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	TumorSuppressorGene
BTG3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
BTG4	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
BTK	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
BUB1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
BUB1B	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
BUBR1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
C11orf95	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
C15orf65	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
C2orf40	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CABLES1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CACNA1D	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CACNA2D3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CAD	Oncogene	OncoKBv20240704	Oncogene
CADM1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CADM2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CADM3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CADM4	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CALR	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CAMK1	Kinase	PfamKinase, OncoKBv20240704	NA
CAMK1D	Kinase	PfamKinase, OncoKBv20240704	NA
CAMK1G	Kinase	PfamKinase, OncoKBv20240704	NA
CAMK2A	Kinase	PfamKinase, OncoKBv20240704	NA
CAMK2B	Kinase	PfamKinase, OncoKBv20240704	NA
CAMK2D	Kinase	PfamKinase, OncoKBv20240704	NA
CAMK2G	Kinase	PfamKinase, OncoKBv20240704	NA
CAMK2N1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CAMK4	Kinase	PfamKinase, OncoKBv20240704	NA
CAMKK1	Kinase	PfamKinase, OncoKBv20240704	NA
CAMKK2	Kinase	PfamKinase, OncoKBv20240704	NA
CAMKV	Kinase	PfamKinase, OncoKBv20240704	NA
CAMTA1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
CAMTA2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CANT1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CAPG	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CARD11	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CARF	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CARS	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CARS1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CASC1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CASC2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CASK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CASP2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CASP3	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CASP5	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CASP8	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
CASP9	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CASZ1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CAT	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CAV1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CAVIN3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CBFA2T3	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
CBFB	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
CBL	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
CBLB	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CBLC	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CBLL2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CBX2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CBX5	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CC2D1A	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CCAR1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CCAR2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CCDC136	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CCDC154	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CCDC169-SOHLH2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CCDC17	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CCDC6	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CCDC67	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CCK4	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CCN2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CCN3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CCN6	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CCNB1IP1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CCNB3	Oncogene	OncoKBv20240704	Oncogene
CCNC	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CCND1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CCND2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CCND3	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CCNDBP1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CCNE1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CCNQ	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
CCR4	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CCR7	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CCRK	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CD19	Oncogene	OncoKBv20240704	Oncogene
CD209	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CD274	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CD276	Oncogene	OncoKBv20240704	Oncogene
CD28	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CD4	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CD44	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CD58	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
CD70	Oncogene	OncoKBv20240704	Oncogene
CD74	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CD79A	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CD79B	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CD82	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CDC2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CDC42	Oncogene	OncoKBv20240704	Oncogene
CDC42BPA	Kinase	PfamKinase, OncoKBv20240704	NA
CDC42BPB	Kinase	PfamKinase, OncoKBv20240704	NA
CDC42BPG	Kinase	PfamKinase, OncoKBv20240704	NA
CDC5L	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CDC7	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CDC73	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
CDCP1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CDH1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
CDH10	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CDH11	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CDH13	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CDH17	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CDH2	Oncogene	OncoKBv20240704	Oncogene
CDH4	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, OncoKBv20240704	Oncogene
CDH5	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CDK1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CDK1	Kinase	PfamKinase, OncoKBv20240704	NA
CDK10	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CDK11	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CDK11A	Kinase	PfamKinase, OncoKBv20240704	NA
CDK11B	Kinase	PfamKinase, OncoKBv20240704	NA
CDK12	CosmicCensus, Kinase, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	TumorSuppressorGene
CDK13	Kinase	PfamKinase, OncoKBv20240704	NA
CDK14	Kinase	PfamKinase, OncoKBv20240704	NA
CDK15	Kinase	PfamKinase, OncoKBv20240704	NA
CDK16	Kinase	PfamKinase, OncoKBv20240704	NA
CDK17	Kinase	PfamKinase, OncoKBv20240704	NA
CDK18	Kinase	PfamKinase, OncoKBv20240704	NA
CDK19	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CDK19	Kinase	PfamKinase, OncoKBv20240704	NA
CDK2	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase, OncoKBv20240704	NA
CDK20	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CDK20	Kinase	PfamKinase, OncoKBv20240704	NA
CDK2AP1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CDK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CDK4	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
CDK4ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CDK5	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CDK5ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CDK6	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
CDK7	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CDK7ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CDK8	Kinase, Oncogene	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	Oncogene
CDK8ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CDK9	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CDKL1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CDKL2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CDKL3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CDKL4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CDKL5	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CDKN1A	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
CDKN1B	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
CDKN1C	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CDKN2A	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
CDKN2B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	TumorSuppressorGene
CDKN2C	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
CDO1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CDX1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CDX2	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
CDX4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CEACAM1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CEBPA	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	TumorSuppressorGene
CEBPB	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CEBPD	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
CEBPE	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CEBPG	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CEBPZ	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CENPA	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CENPB	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CENPBD1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CENPBD1P	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CENPS	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CENPS	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CENPT	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CENPX	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CEP43	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CEP89	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CFTR	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CGDps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CGGBP1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CHAMP1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CHCHD3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CHCHD7	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CHD1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CHD2	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
CHD4	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
CHD5	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CHED	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CHEK1	TumorSuppressorGene, Kinase	TumorSuppressorGene.txt, PfamKinase, OncoKBv20240704	TumorSuppressorGene
CHEK2	TumorSuppressorGene, CosmicCensus, Kinase	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	TumorSuppressorGene
CHFR	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CHIC2	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CHK1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CHK2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CHK2ps1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CHK2ps2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CHKA	Kinase	PfamKinase, OncoKBv20240704	NA
CHKB	Kinase	PfamKinase, OncoKBv20240704	NA
CHST10	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CHST11	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CHTF8	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
CHUK	TumorSuppressorGene, Kinase	TumorSuppressorGene.txt, PfamKinase, OncoKBv20240704	NA
CIC	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	TumorSuppressorGene
CIITA	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
CILK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CIT	Kinase	PfamKinase, OncoKBv20240704	NA
CITED2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CIZ1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CK1a	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CK1a2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CK1aps1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CK1aps2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CK1aps3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CK1d	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CK1e	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CK1g1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CK1g2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CK1g2ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CK1g3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CK2a1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CK2a1-rs	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CK2a2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CLDN1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CLDN23	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CLIK1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CLIK1L	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CLIP1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CLK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CLK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CLK2ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CLK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CLK3ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
CLK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
CLOCK	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CLP1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CLTC	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CLTCL1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CLU	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CMC4	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CMTM3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CMTM5	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CMTR2	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
CNBD1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CNBP	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CNDP2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CNN1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CNOT3	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CNTNAP2	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CNTRL	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
COL1A1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
COL2A1	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
COL3A1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
COP1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, OncoKBv20240704	Oncogene
COPS2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
COQ8A	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
COQ8B	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
COT	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
COX6C	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CPEB1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CPEB3	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
CPNE7	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
CPXCR1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CRBN	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
CREB1	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene
CREB3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
CREB3L1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
